FECHA,NO,NOX,NO2,CO,HORA,SO2,O3
10/04/2022,1.0,27.0,26.0,0.29,21.0,1.0,28.0
29/01/2022,4.0,33.0,29.0,0.6,14.0,2.0,72.0
24/08/2022,96.0,126.0,30.0,0.88,7.0,3.0,1.0
11/01/2022,6.0,17.0,11.0,0.08,5.0,1.0,14.0
24/04/2022,7.0,31.0,24.0,0.826,10.0,3.0,45.0
15/12/2022,16.0,74.0,57.0,1.04,20.0,1.0,11.0
05/12/2022,86.0,129.0,43.0,1.29,9.0,8.0,4.0
18/07/2022,11.0,52.0,41.0,0.54,14.0,5.0,41.0
13/02/2022,1.0,27.0,26.0,0.56,18.0,3.0,54.0
05/11/2022,15.0,48.0,33.0,0.48,10.0,3.0,27.0
23/03/2022,8.0,40.0,32.0,0.52,12.0,1.0,54.0
06/08/2022,2.0,18.0,16.0,0.19,19.0,1.0,39.0
04/09/2022,3.0,12.0,9.0,0.14,16.0,2.0,36.0
02/03/2022,1.0,23.0,22.0,0.16,17.0,3.0,102.0
04/12/2022,7.0,27.0,21.0,0.21,1.0,1.0,5.0
18/08/2022,11.0,32.0,21.0,0.26,1.0,1.0,10.0
04/01/2022,193.0,236.0,43.0,1.73,8.0,7.0,1.0
18/10/2022,33.4,79.4,46.4,0.91,10.0,3.0,3.0
25/09/2022,5.0,18.0,13.0,0.17,13.0,3.0,51.0
06/01/2022,2.0,23.0,21.0,0.33,15.0,2.0,90.0
06/10/2022,11.0,37.0,26.0,0.43,13.0,4.0,29.0
09/11/2022,33.0,57.0,24.0,0.53,5.0,2.0,4.0
04/04/2022,131.0,183.0,52.0,1.94,8.0,4.0,1.0
12/12/2022,10.0,45.0,35.0,0.43,24.0,1.0,18.0
14/02/2022,7.4,29.0,21.6,0.13,2.0,1.0,11.0
13/10/2022,2.6,22.6,20.0,0.19,19.0,1.0,35.0
09/10/2022,4.0,14.0,10.0,0.04,1.0,1.0,16.0
15/10/2022,3.8,23.6,20.0,0.13,23.0,1.0,21.0
19/08/2022,134.0,166.0,33.0,0.98,5.0,2.0,2.0
25/06/2022,3.0,23.0,20.0,0.27,18.0,3.0,44.0
20/02/2022,15.0,52.0,37.0,0.47,5.0,3.0,4.0
23/04/2022,5.0,31.0,26.0,0.41400000000000003,12.0,2.0,78.0
21/11/2022,4.0,35.0,31.0,0.43,19.0,5.0,27.0
18/08/2022,9.0,42.0,33.0,0.4,22.0,0.0,11.0
26/07/2022,11.4,37.6,26.2,0.32999999999999996,3.0,1.0,10.0
30/10/2022,34.8,76.0,41.2,0.14,9.0,3.0,18.0
11/03/2022,2.0,10.0,9.0,0.18,16.0,1.0,45.0
01/12/2022,16.0,43.0,26.0,0.42,8.0,1.0,5.0
04/04/2022,69.0,127.0,58.0,1.55,9.0,2.0,8.0
23/01/2022,51.0,83.0,32.0,0.61,5.0,3.0,1.0
07/06/2022,5.0,24.0,19.0,0.1,11.0,3.0,56.0
27/10/2022,44.0,84.4,40.4,1.51,8.0,3.0,1.0
05/04/2022,2.0,12.0,11.0,0.21,14.0,2.0,61.0
13/07/2022,17.0,42.0,25.0,0.34,9.0,4.0,18.0
05/07/2022,3.0,20.0,17.0,0.34,16.0,1.0,56.0
21/08/2022,4.0,25.0,21.0,0.21,19.0,1.0,35.0
24/11/2022,77.0,114.0,37.0,0.78,3.0,4.0,1.0
05/12/2022,8.0,41.0,33.0,0.46,13.0,4.0,58.0
01/01/2022,1.0,11.0,10.0,0.09,17.0,2.0,71.0
05/10/2022,2.0,27.0,24.0,0.37,16.0,2.0,88.0
13/04/2022,2.0,22.0,20.0,0.3,13.0,3.0,72.0
12/11/2022,177.0,232.0,55.0,1.35,4.0,4.0,1.0
05/08/2022,5.0,28.0,23.0,0.2,22.0,1.0,16.0
01/08/2022,5.0,19.0,15.0,0.07,5.0,0.0,24.0
24/01/2022,26.0,62.0,35.0,0.67,10.0,3.0,15.0
18/09/2022,22.0,38.0,16.0,0.27,9.0,1.0,5.0
01/08/2022,6.0,26.0,20.0,0.26,23.0,1.0,13.0
02/12/2022,11.0,60.0,49.0,0.81,13.0,7.0,53.0
16/11/2022,4.0,23.0,19.0,0.03,4.0,8.0,15.0
16/12/2022,92.0,151.0,60.0,1.57,22.0,3.0,2.0
13/01/2022,51.0,87.0,36.0,0.31,2.0,15.0,1.0
21/10/2022,2.4,26.0,23.6,0.39,22.0,1.0,16.0
20/03/2022,44.0,74.0,30.0,0.84,8.0,8.0,3.0
04/01/2022,7.0,38.0,31.0,0.35,14.0,4.0,56.0
03/11/2022,6.0,29.0,23.0,0.37,3.0,28.0,5.0
29/05/2022,5.0,23.0,18.0,0.29,11.0,3.0,47.0
09/05/2022,2.0,14.0,12.0,0.17,15.0,1.0,85.0
31/07/2022,2.0,9.0,7.0,0.06,2.0,3.0,25.0
24/03/2022,4.0,28.0,24.0,0.21,23.0,3.0,23.0
03/02/2022,59.0,95.0,36.0,0.9,10.0,3.0,6.0
25/01/2022,40.0,71.0,30.0,0.2,3.0,2.0,3.0
10/12/2022,2.0,27.0,24.0,0.16,18.0,2.0,55.0
20/04/2022,52.0,92.0,40.0,0.65,7.0,3.0,1.0
16/04/2022,0.0,15.0,15.0,0.18,22.0,1.0,36.0
01/01/2022,31.0,72.0,41.0,1.4,5.0,2.0,1.0
28/03/2022,7.0,38.0,31.0,0.38,12.0,2.0,54.0
28/10/2022,22.0,54.8,32.8,0.39,2.0,1.0,7.0
09/12/2022,97.0,131.0,34.0,0.68,7.0,3.0,1.0
31/10/2022,22.4,59.6,36.6,0.36,4.0,1.0,4.0
01/12/2022,8.0,29.0,21.0,0.24,13.0,2.0,41.0
20/04/2022,2.0,19.0,17.0,0.302,16.0,2.0,66.0
18/06/2022,12.0,31.0,19.0,0.2,7.0,1.0,7.0
10/07/2022,8.0,24.0,16.0,0.18,10.0,16.0,23.0
01/09/2022,5.0,21.0,16.0,0.14,24.0,1.0,11.0
17/07/2022,2.0,15.0,13.0,0.15,14.0,1.0,84.0
29/11/2022,8.0,49.0,41.0,0.63,13.0,3.0,54.0
03/02/2022,5.0,23.0,18.0,0.34,13.0,1.0,41.0
10/04/2022,1.0,13.0,13.0,0.1,22.0,1.0,31.0
15/04/2022,0.0,9.0,9.0,0.16,17.0,7.0,86.0
02/12/2022,19.0,71.0,51.0,0.87,12.0,8.0,33.0
13/04/2022,31.0,92.0,61.0,0.95,10.0,3.0,24.0
31/10/2022,4.8,26.4,21.8,0.39,23.0,1.0,15.0
17/10/2022,2.4,23.0,20.6,0.28,14.0,2.0,70.0
20/09/2022,3.0,16.0,13.0,0.14,15.0,1.0,46.0
24/04/2022,5.0,38.0,33.0,0.33000000000000007,24.0,1.0,6.0
28/12/2022,11.0,40.6,29.8,0.3,24.0,1.0,14.0
25/12/2022,5.0,27.0,22.0,0.4,23.0,0.0,13.0
18/01/2022,185.0,222.0,37.0,1.58,8.0,4.0,1.0
19/12/2022,10.0,47.0,36.0,0.47,13.0,5.0,45.0
27/04/2022,4.0,30.0,26.0,0.52,21.0,1.0,17.0
11/01/2022,2.0,11.0,9.0,0.03,2.0,1.0,17.0
01/04/2022,7.0,40.0,33.0,0.35,24.0,1.0,15.0
17/12/2022,14.2,39.0,25.0,0.284,1.0,1.0,13.0
31/05/2022,14.0,46.0,32.0,0.23,24.0,3.0,5.0
01/02/2022,103.0,137.0,34.0,0.83,7.0,2.0,1.0
28/03/2022,1.0,15.0,14.0,0.22,16.0,2.0,89.0
12/01/2022,92.0,125.0,33.0,0.99,9.0,8.0,3.0
19/01/2022,14.0,50.0,37.0,0.3,4.0,1.0,4.0
12/12/2022,3.0,29.0,25.0,0.33,15.0,2.0,76.0
09/05/2022,16.0,57.0,41.0,0.38,23.0,10.0,20.0
21/06/2022,8.0,25.0,17.0,0.29,17.0,1.0,17.0
16/05/2022,3.0,14.0,11.0,0.1,15.0,0.0,64.0
02/08/2022,4.0,29.0,26.0,0.44,14.0,2.0,76.0
06/11/2022,3.0,37.0,34.0,0.33,18.0,4.0,54.0
25/04/2022,2.0,14.0,12.0,0.308,16.0,2.0,72.0
05/02/2022,44.0,79.0,35.0,0.97,10.0,24.0,9.0
13/04/2022,76.0,141.0,65.0,1.43,9.0,3.0,7.0
10/03/2022,3.0,17.0,14.0,0.22,23.0,1.0,19.0
22/10/2022,4.2,26.0,21.6,0.6,14.0,2.0,111.0
21/05/2022,1.0,11.0,10.0,0.01,17.0,24.0,106.0
04/01/2022,7.0,37.0,30.0,0.31,15.0,3.0,56.0
01/07/2022,10.0,56.0,47.0,0.75,12.0,5.0,61.0
27/08/2022,122.0,152.0,30.0,1.2,7.0,2.0,1.0
10/02/2022,10.0,35.0,25.0,0.15,1.0,1.0,6.0
15/02/2022,2.0,22.0,20.0,0.21,23.0,1.0,23.0
04/06/2022,3.0,23.0,20.0,0.26,24.0,1.0,25.0
23/07/2022,10.0,28.0,19.0,0.2,10.0,4.0,28.0
31/01/2022,0.0,10.0,10.0,0.08,1.0,1.0,28.0
07/01/2022,22.0,58.0,36.0,0.7,24.0,1.0,14.0
12/03/2022,11.0,46.0,35.0,0.57,1.0,2.0,3.0
25/11/2022,6.0,38.0,32.0,0.53,13.0,2.0,67.0
03/02/2022,258.0,291.0,34.0,1.94,8.0,6.0,1.0
26/11/2022,4.0,21.0,17.0,0.22,19.0,1.0,25.0
22/02/2022,1.0,23.0,21.0,0.07,16.0,2.0,95.0
07/08/2022,5.0,16.0,11.0,0.1,6.0,1.0,17.0
10/01/2022,7.0,30.0,23.0,0.24,6.0,10.0,2.0
26/10/2022,3.2,27.2,23.8,1.16,20.0,1.0,32.0
23/02/2022,5.0,36.0,31.0,0.22,20.0,3.0,21.0
17/06/2022,6.0,24.0,18.0,0.18,1.0,1.0,13.0
08/05/2022,2.0,27.0,25.0,0.33,24.0,1.0,14.0
25/12/2022,5.0,27.0,22.0,0.6,12.0,2.0,44.0
14/07/2022,2.0,19.0,17.0,0.04,5.0,0.0,33.0
15/07/2022,14.0,43.0,29.0,0.4,11.0,5.0,26.0
20/09/2022,7.0,26.0,20.0,0.17,22.0,1.0,6.0
07/03/2022,1.0,15.0,15.0,0.06,1.0,1.0,24.0
17/07/2022,5.0,22.0,17.0,0.04,4.0,0.0,9.0
25/12/2022,8.0,28.0,20.0,0.5,24.0,0.0,13.0
11/03/2022,2.0,12.0,10.0,0.21,13.0,1.0,48.0
29/01/2022,9.0,47.0,38.0,0.73,13.0,2.0,51.0
09/03/2022,95.0,130.0,35.0,0.82,7.0,3.0,1.0
15/07/2022,4.0,22.0,18.0,0.12,24.0,1.0,15.0
28/10/2022,64.0,96.6,32.8,0.54,6.0,2.0,1.0
26/09/2022,12.0,27.0,15.0,0.26,10.0,1.0,19.0
16/06/2022,8.0,28.0,20.0,0.31,12.0,3.0,38.0
10/11/2022,4.0,23.0,19.0,0.12,17.0,2.0,52.0
13/08/2022,7.0,22.0,15.0,0.19,4.0,1.0,8.0
10/07/2022,1.0,11.0,10.0,0.1,17.0,2.0,85.0
30/07/2022,5.0,18.0,13.0,0.15,2.0,1.0,18.0
31/03/2022,203.0,248.0,45.0,2.06,8.0,6.0,1.0
09/08/2022,7.0,35.0,28.0,0.37,20.0,1.0,11.0
28/04/2022,53.0,110.0,57.0,0.8440000000000001,9.0,3.0,9.0
16/10/2022,4.4,27.0,22.4,0.21,22.0,1.0,37.0
30/11/2022,19.0,52.0,32.0,0.5,10.0,4.0,24.0
26/01/2022,15.0,44.0,29.0,0.35,23.0,1.0,8.0
05/02/2022,3.0,31.0,28.0,0.47,15.0,6.0,61.0
25/10/2022,2.6,24.0,21.2,0.23,21.0,1.0,16.0
04/05/2022,2.0,28.0,27.0,0.6359999999999999,21.0,1.0,51.0
06/02/2022,21.0,51.0,31.0,0.22,5.0,2.0,6.0
11/05/2022,3.0,15.0,11.0,0.13,18.0,0.0,48.0
23/11/2022,65.0,91.0,27.0,0.82,5.0,4.0,2.0
08/02/2022,4.0,21.0,17.0,0.18,17.0,2.0,28.0
29/10/2022,21.2,57.4,36.6,0.32,9.0,3.0,11.0
13/10/2022,5.4,31.6,26.2,0.09,23.0,1.0,17.0
31/12/2022,4.0,14.0,10.0,0.3,15.0,0.0,37.0
08/05/2022,22.0,65.0,43.0,0.43,3.0,1.0,6.0
20/05/2022,4.0,37.0,33.0,0.24,2.0,1.0,25.0
19/09/2022,28.0,49.0,21.0,0.5,10.0,2.0,11.0
30/03/2022,1.0,24.0,23.0,0.19,7.0,3.0,48.0
22/02/2022,2.0,24.0,23.0,0.08,20.0,2.0,38.0
01/04/2022,1.0,17.0,16.0,0.37,15.0,1.0,79.0
25/12/2022,13.0,36.0,23.0,0.9,9.0,1.0,8.0
22/01/2022,4.0,29.0,26.0,0.27,23.0,20.0,16.0
15/06/2022,9.0,26.0,16.0,0.27,12.0,2.0,26.0
24/08/2022,2.0,19.0,18.0,0.31,16.0,6.0,93.0
07/11/2022,5.0,21.0,17.0,0.19,23.0,9.0,14.0
25/11/2022,10.0,52.0,42.0,0.74,12.0,2.0,55.0
14/10/2022,8.6,29.8,21.6,0.2,4.0,1.0,2.0
30/05/2022,2.0,17.0,15.0,0.14,17.0,3.0,64.0
26/06/2022,1.0,10.0,9.0,0.18,15.0,1.0,86.0
29/07/2022,13.0,48.0,35.0,0.62,19.0,1.0,11.0
13/06/2022,12.0,40.0,29.0,0.45,4.0,2.0,7.0
31/05/2022,21.0,60.0,38.0,0.45,7.0,2.0,5.0
18/08/2022,4.0,32.0,28.0,0.36,16.0,1.0,47.0
31/12/2022,13.0,33.0,20.0,0.5,12.0,1.0,24.0
18/11/2022,3.0,29.0,26.0,0.23,19.0,2.0,37.0
17/01/2022,47.0,79.0,32.0,0.93,6.0,2.0,1.0
14/10/2022,3.6,23.6,20.0,0.25,22.0,1.0,10.0
30/01/2022,80.0,116.0,36.0,1.32,7.0,3.0,1.0
20/11/2022,7.0,35.0,28.0,0.4,18.0,4.0,21.0
22/08/2022,108.0,131.0,22.0,0.96,7.0,3.0,1.0
08/01/2022,2.0,20.0,18.0,0.17,24.0,1.0,14.0
22/11/2022,84.0,114.0,30.0,0.41,2.0,2.0,1.0
21/06/2022,20.0,44.0,24.0,0.26,6.0,1.0,2.0
24/05/2022,10.0,41.0,31.0,0.46,5.0,1.0,5.0
12/02/2022,160.0,200.0,41.0,1.31,7.0,4.0,1.0
17/08/2022,4.0,27.0,23.0,0.3,21.0,1.0,15.0
28/04/2022,77.0,110.0,32.0,0.404,5.0,1.0,0.0
10/05/2022,6.0,40.0,34.0,0.28,3.0,3.0,14.0
23/12/2022,2.0,30.0,28.0,0.5,18.0,1.0,60.0
30/06/2022,2.0,27.0,25.0,0.29,19.0,4.0,66.0
28/02/2022,4.0,37.0,32.0,0.31,23.0,3.0,11.0
05/10/2022,11.0,62.0,51.0,0.84,23.0,1.0,8.0
31/05/2022,2.0,13.0,11.0,0.04,3.0,1.0,36.0
12/05/2022,3.0,20.0,17.0,0.15,22.0,1.0,26.0
22/07/2022,36.0,66.0,30.0,0.34,6.0,3.0,3.0
02/03/2022,57.0,96.0,39.0,0.48,3.0,4.0,2.0
02/04/2022,7.0,36.0,30.0,0.45,11.0,2.0,55.0
19/09/2022,38.0,59.0,21.0,0.34,6.0,1.0,1.0
10/08/2022,8.0,32.0,24.0,0.22,20.0,1.0,19.0
12/09/2022,5.0,18.0,13.0,0.18,23.0,10.0,22.0
28/10/2022,50.2,86.8,36.6,1.78,8.0,3.0,2.0
28/01/2022,155.0,191.0,37.0,1.14,6.0,4.0,1.0
17/11/2022,11.4,37.6,26.2,0.32999999999999996,3.0,1.0,10.0
24/02/2022,82.0,131.0,49.0,1.03,9.0,4.0,5.0
26/09/2022,31.0,56.0,25.0,0.39,7.0,2.0,2.0
10/02/2022,4.0,21.0,16.0,0.22,14.0,1.0,42.0
12/11/2022,1.0,58.0,56.0,0.61,18.0,5.0,127.0
02/10/2022,2.0,16.0,14.0,0.19,15.0,4.0,91.0
09/07/2022,9.0,26.0,17.0,0.1,5.0,4.0,10.0
15/04/2022,0.0,10.0,9.0,0.17,16.0,6.0,84.0
19/04/2022,11.0,34.0,23.0,0.38,9.0,5.0,20.0
03/02/2022,3.0,17.0,14.0,0.23,17.0,1.0,44.0
04/11/2022,2.0,16.0,14.0,0.18,16.0,3.0,66.0
13/01/2022,89.0,143.0,54.0,1.15,10.0,8.0,5.0
23/03/2022,208.0,251.0,43.0,1.3,7.0,5.0,1.0
13/05/2022,37.0,72.0,35.0,0.17,3.0,1.0,7.0
12/02/2022,13.0,37.0,25.0,0.34,11.0,1.0,18.0
01/03/2022,30.0,61.0,31.0,0.25,1.0,4.0,9.0
21/08/2022,4.0,31.0,27.0,0.27,20.0,1.0,27.0
07/08/2022,10.0,25.0,15.0,0.22,10.0,5.0,21.0
17/05/2022,3.0,15.0,12.0,0.13,16.0,5.0,73.0
10/08/2022,3.0,19.0,17.0,0.22,16.0,1.0,81.0
23/03/2022,20.0,74.0,54.0,0.82,11.0,2.0,38.0
19/08/2022,3.0,37.0,34.0,0.61,14.0,2.0,86.0
07/05/2022,59.0,100.0,41.0,0.67,5.0,1.0,1.0
28/11/2022,64.0,100.0,36.0,0.95,9.0,3.0,4.0
01/09/2022,39.0,62.0,23.0,0.64,7.0,1.0,1.0
16/02/2022,101.0,138.0,37.0,1.22,8.0,4.0,1.0
25/04/2022,11.0,47.0,35.0,0.744,11.0,3.0,37.0
06/10/2022,5.0,24.0,19.0,0.23,20.0,1.0,14.0
14/01/2022,15.0,53.0,38.0,0.48,1.0,4.0,1.0
21/11/2022,19.0,40.0,21.0,0.21,8.0,4.0,7.0
25/09/2022,12.0,31.0,19.0,0.3,6.0,0.0,4.0
26/03/2022,4.0,28.0,25.0,0.34,1.0,46.0,22.0
24/10/2022,1.8,28.6,26.6,0.61,19.0,1.0,29.0
03/09/2022,4.0,19.0,15.0,0.18,24.0,1.0,8.0
30/07/2022,4.0,19.0,15.0,0.12,23.0,1.0,19.0
19/03/2022,15.0,60.0,45.0,0.8,11.0,8.0,40.0
05/08/2022,2.0,17.0,15.0,0.26,15.0,1.0,84.0
26/02/2022,2.0,22.0,20.0,0.12,19.0,9.0,48.0
18/06/2022,4.0,15.0,11.0,0.06,2.0,1.0,17.0
18/09/2022,5.0,22.0,17.0,0.24,18.0,1.0,14.0
09/06/2022,30.2,61.2,31.2,0.466,4.0,1.0,7.0
30/09/2022,39.0,74.0,34.0,0.49,8.0,2.0,2.0
20/08/2022,5.0,19.0,14.0,0.21,11.0,1.0,40.0
15/01/2022,13.0,50.0,36.0,0.54,24.0,5.0,5.0
05/10/2022,4.0,43.0,39.0,0.62,24.0,1.0,21.0
09/06/2022,10.0,36.0,26.0,0.38,17.0,1.0,14.0
13/01/2022,4.0,35.0,30.0,0.28,23.0,6.0,13.0
28/08/2022,1.0,9.0,8.0,0.1,1.0,1.0,33.0
07/08/2022,11.4,37.6,26.2,0.32999999999999996,3.0,1.0,10.0
26/02/2022,2.0,16.0,14.0,0.09,15.0,4.0,71.0
13/07/2022,2.0,29.0,27.0,0.33,23.0,0.0,24.0
22/10/2022,25.0,58.4,33.6,0.48,5.0,1.0,1.0
12/04/2022,0.0,20.0,20.0,0.21,20.0,1.0,28.0
30/12/2022,2.0,17.0,14.0,0.3,18.0,1.0,37.0
15/05/2022,7.4,29.0,21.6,0.13,2.0,1.0,11.0
24/07/2022,2.0,15.0,13.0,0.18,13.0,1.0,72.0
05/06/2022,2.0,8.0,7.0,0.07,14.0,5.0,65.0
29/05/2022,2.0,13.0,10.0,0.12,2.0,1.0,20.0
01/11/2022,61.0,102.0,42.0,0.86,2.0,2.0,2.0
17/11/2022,6.0,50.0,44.0,0.57,19.0,18.0,38.0
15/10/2022,2.8,19.6,17.0,0.27,17.0,1.0,122.0
25/04/2022,87.0,116.0,30.0,0.982,7.0,3.0,0.0
17/01/2022,149.0,182.0,33.0,1.34,8.0,3.0,1.0
16/07/2022,5.0,24.0,19.0,0.14,2.0,1.0,9.0
01/04/2022,4.0,34.0,29.0,0.56,12.0,2.0,71.0
04/08/2022,57.0,90.0,33.0,0.51,4.0,1.0,2.0
22/09/2022,10.0,25.0,15.0,0.24,11.0,1.0,31.0
04/09/2022,3.0,15.0,12.0,0.2,15.0,1.0,40.0
01/09/2022,4.0,13.0,9.0,0.2,3.0,1.0,10.0
03/07/2022,5.0,18.0,13.0,0.28,11.0,4.0,40.0
28/12/2022,59.0,110.0,51.0,1.2,10.0,3.0,11.0
01/06/2022,23.0,48.0,25.0,0.35,6.0,1.0,4.0
22/05/2022,11.0,54.0,43.0,0.53,5.0,1.0,9.0
03/06/2022,4.0,18.0,15.0,0.11,18.0,1.0,55.0
12/06/2022,2.0,12.0,10.0,0.11,12.0,2.0,53.0
02/04/2022,20.0,63.0,43.0,0.66,10.0,3.0,27.0
27/08/2022,3.0,24.0,21.0,0.3,16.0,3.0,73.0
14/09/2022,6.0,25.0,19.0,0.26,19.0,1.0,26.0
13/06/2022,13.0,45.0,32.0,0.37,1.0,2.0,8.0
27/02/2022,32.0,68.0,36.0,0.48,6.0,2.0,5.0
09/12/2022,50.0,106.0,56.0,1.09,11.0,5.0,11.0
31/10/2022,2.8,25.2,22.2,0.298,14.0,2.0,72.0
04/02/2022,2.0,16.0,14.0,0.25,16.0,0.0,43.0
13/12/2022,3.0,28.0,25.0,0.2,20.0,1.0,26.0
07/09/2022,8.0,30.0,22.0,0.31,20.0,1.0,11.0
19/06/2022,4.0,17.0,13.0,0.23,16.0,1.0,28.0
16/06/2022,7.0,32.0,25.0,0.29,24.0,1.0,11.0
11/01/2022,3.0,13.0,10.0,0.06,1.0,1.0,13.0
11/01/2022,7.0,29.0,22.0,0.21,16.0,1.0,30.0
31/03/2022,36.0,76.0,40.0,0.61,24.0,2.0,7.0
15/01/2022,7.4,29.0,21.6,0.13,2.0,1.0,11.0
14/07/2022,5.0,43.0,37.0,0.41,19.0,1.0,25.0
25/07/2022,7.0,31.0,25.0,0.37,17.0,1.0,26.0
01/01/2022,29.0,77.0,47.0,1.48,2.0,3.0,2.0
02/06/2022,5.0,23.0,18.0,0.12,24.0,1.0,23.0
21/04/2022,2.0,17.0,15.0,0.326,17.0,1.0,72.0
07/04/2022,5.0,43.0,39.0,0.4,7.0,2.0,21.0
18/03/2022,3.0,30.0,27.0,0.43,19.0,1.0,37.0
28/06/2022,3.0,21.0,17.0,0.34,14.0,2.0,72.0
23/05/2022,5.0,31.0,27.0,0.3,19.0,0.0,33.0
13/04/2022,1.0,18.0,17.0,0.29,15.0,2.0,104.0
20/12/2022,186.0,240.0,54.0,1.52,7.0,5.0,2.0
17/06/2022,20.0,47.0,27.0,0.43,22.0,1.0,15.0
26/02/2022,14.2,39.0,25.0,0.284,1.0,1.0,13.0
04/02/2022,3.0,19.0,16.0,0.27,14.0,1.0,52.0
07/02/2022,9.6,35.6,25.8,0.12,24.0,1.0,14.0
06/08/2022,4.0,29.0,25.0,0.23,18.0,1.0,32.0
03/11/2022,32.0,63.0,31.0,0.6,9.0,41.0,8.0
13/03/2022,0.0,18.0,17.0,0.43,17.0,2.0,81.0
30/12/2022,11.0,35.0,25.0,0.4,4.0,1.0,3.0
30/08/2022,3.0,19.0,16.0,0.26,18.0,1.0,48.0
04/08/2022,206.0,237.0,31.0,1.73,7.0,4.0,1.0
08/12/2022,24.0,57.0,33.0,0.36,4.0,3.0,2.0
31/05/2022,9.0,28.0,18.0,0.07,4.0,1.0,29.0
16/07/2022,31.0,63.0,32.0,0.51,10.0,2.0,11.0
07/02/2022,4.0,33.0,28.0,0.21,19.0,1.0,19.0
11/03/2022,81.0,123.0,42.0,1.25,9.0,2.0,5.0
17/07/2022,61.0,85.0,23.0,0.68,7.0,1.0,1.0
01/08/2022,25.0,60.0,35.0,0.28,6.0,1.0,4.0
27/02/2022,4.0,20.0,17.0,0.13,11.0,8.0,48.0
25/04/2022,44.0,66.0,22.0,0.5399999999999999,5.0,1.0,3.0
02/06/2022,2.0,12.0,10.0,0.1,14.0,1.0,60.0
11/12/2022,117.0,161.0,45.0,1.4,9.0,6.0,2.0
01/03/2022,80.0,125.0,45.0,1.25,9.0,22.0,4.0
03/12/2022,7.0,26.0,19.0,0.3,17.0,3.0,22.0
17/09/2022,4.0,15.0,11.0,0.09,1.0,1.0,11.0
23/04/2022,3.0,24.0,21.0,0.47800000000000004,21.0,1.0,32.0
16/01/2022,21.0,64.0,44.0,0.74,20.0,2.0,6.0
04/01/2022,7.0,40.0,32.0,0.41,13.0,4.0,58.0
18/02/2022,141.0,187.0,46.0,1.21,7.0,3.0,1.0
21/03/2022,15.0,42.0,27.0,0.52,10.0,2.0,24.0
01/02/2022,2.0,7.0,5.0,0.02,13.0,1.0,30.0
18/10/2022,3.6,22.8,19.0,0.19,23.0,1.0,6.0
04/12/2022,4.0,16.0,12.0,0.06,7.0,0.0,13.0
10/08/2022,28.0,53.0,25.0,0.51,10.0,3.0,14.0
30/12/2022,83.0,115.0,32.0,0.7,3.0,2.0,1.0
27/06/2022,7.0,20.0,14.0,0.09,4.0,1.0,23.0
23/05/2022,2.0,17.0,16.0,0.17,14.0,3.0,103.0
25/03/2022,63.0,99.0,36.0,0.39,5.0,14.0,4.0
29/04/2022,3.0,27.0,24.0,0.39,13.0,1.0,92.0
04/02/2022,6.0,27.0,21.0,0.34,13.0,1.0,43.0
26/04/2022,10.0,34.0,25.0,1.018,10.0,3.0,20.0
14/09/2022,5.0,24.0,19.0,0.27,18.0,1.0,34.0
24/01/2022,52.0,88.0,36.0,0.85,9.0,4.0,6.0
14/02/2022,7.0,41.0,35.0,0.52,19.0,3.0,13.0
26/06/2022,4.0,23.0,19.0,0.39,11.0,2.0,56.0
01/08/2022,6.0,36.0,30.0,0.51,13.0,1.0,64.0
06/02/2022,1.0,27.0,25.0,0.17,20.0,1.0,34.0
22/05/2022,160.0,214.0,54.0,1.55,7.0,4.0,1.0
25/03/2022,7.0,37.0,30.0,0.23,2.0,13.0,12.0
20/08/2022,13.0,29.0,16.0,0.17,4.0,1.0,8.0
02/10/2022,3.0,23.0,21.0,0.29,13.0,9.0,86.0
06/09/2022,13.0,46.0,33.0,0.6,14.0,1.0,26.0
10/05/2022,3.0,18.0,15.0,0.17,22.0,1.0,33.0
21/08/2022,10.0,32.0,23.0,0.45,10.0,1.0,24.0
22/12/2022,24.2,53.0,28.6,0.472,24.0,1.0,14.0
16/01/2022,2.0,24.0,22.0,0.24,2.0,2.0,13.0
25/03/2022,1.0,28.0,28.0,0.39,17.0,3.0,102.0
07/03/2022,3.0,21.0,18.0,0.14,24.0,1.0,27.0
08/08/2022,5.0,20.0,15.0,0.18,24.0,0.0,12.0
26/10/2022,8.8,34.8,26.0,0.25,24.0,1.0,12.0
19/07/2022,50.0,75.0,25.0,0.42,4.0,1.0,1.0
14/08/2022,29.0,52.0,23.0,0.51,5.0,1.0,1.0
22/04/2022,22.0,67.0,44.0,0.6980000000000001,10.0,3.0,27.0
02/10/2022,2.0,20.0,18.0,0.27,14.0,6.0,94.0
31/12/2022,58.0,84.0,26.0,1.0,7.0,1.0,0.0
09/06/2022,9.0,24.0,16.0,0.19,24.0,1.0,11.0
13/09/2022,23.0,54.0,31.0,0.61,11.0,4.0,14.0
24/04/2022,3.0,19.0,16.0,0.28,23.0,1.0,19.0
14/03/2022,1.0,22.0,21.0,0.38,5.0,1.0,18.0
17/12/2022,5.0,59.0,54.0,0.6,18.0,2.0,46.0
19/02/2022,32.0,77.0,45.0,0.94,10.0,33.0,15.0
17/11/2022,5.0,33.0,27.0,0.32,21.0,2.0,15.0
27/11/2022,21.0,47.0,26.0,0.53,3.0,1.0,3.0
09/02/2022,90.0,121.0,32.0,1.04,8.0,5.0,1.0
